annotator,source_file,row_num,card_id,source_card_id,prm,benchmark,problem_id,assignment,preference_raw,preference_norm,deblind_label,notes
1,annotation_sheet_returned_0.xlsx,161,e802289004fb,gsm8k_internlm2_7b_reward_048,internlm2_7b_reward,gsm8k,gsm8k_351,"product->A,gm->B",B,B,gm,
1,annotation_sheet_returned_0.xlsx,162,3003f4a02fe7,gsm8k_skywork_prm_074,skywork_prm,gsm8k,gsm8k_151,"gm->A,product->B",A,A,gm,
1,annotation_sheet_returned_0.xlsx,163,69a66decafad,math500_internlm2_7b_reward_096,internlm2_7b_reward,math500,math500_272,"gm->A,product->B",No preference,No preference,no_preference,
1,annotation_sheet_returned_0.xlsx,164,e466a3646393,gsm8k_skywork_prm_080,skywork_prm,gsm8k,gsm8k_316,"product->A,gm->B",No preference,No preference,no_preference,
1,annotation_sheet_returned_0.xlsx,165,0a749f8f5420,math500_skywork_prm_013,skywork_prm,math500,math500_288,"product->A,gm->B",No preference,No preference,no_preference,
1,annotation_sheet_returned_0.xlsx,166,bed59e202f6d,math500_skywork_prm_056,skywork_prm,math500,math500_469,"gm->A,product->B",A,A,gm,
1,annotation_sheet_returned_0.xlsx,167,74c913ef4dd4,gsm8k_internlm2_7b_reward_013,internlm2_7b_reward,gsm8k,gsm8k_150,"gm->A,product->B",A,A,gm,
1,annotation_sheet_returned_0.xlsx,168,53fc5a8ed2a5,gsm8k_internlm2_7b_reward_065,internlm2_7b_reward,gsm8k,gsm8k_385,"gm->A,product->B",No preference,No preference,no_preference,
1,annotation_sheet_returned_0.xlsx,169,74cd700a351f,gsm8k_internlm2_7b_reward_053,internlm2_7b_reward,gsm8k,gsm8k_483,"gm->A,product->B",A,A,gm,
1,annotation_sheet_returned_0.xlsx,170,d8d9eebe9620,gsm8k_skywork_prm_039,skywork_prm,gsm8k,gsm8k_336,"product->A,gm->B",B,B,gm,
1,annotation_sheet_returned_0.xlsx,171,e1bac3dd0af8,math500_skywork_prm_030,skywork_prm,math500,math500_237,"gm->A,product->B",A,A,gm,
1,annotation_sheet_returned_0.xlsx,172,a5fbc3bb93ff,math500_internlm2_7b_reward_003,internlm2_7b_reward,math500,math500_238,"gm->A,product->B",A,A,gm,
1,annotation_sheet_returned_0.xlsx,173,0242beca5c4e,math500_internlm2_7b_reward_011,internlm2_7b_reward,math500,math500_443,"product->A,gm->B",No preference,No preference,no_preference,
1,annotation_sheet_returned_0.xlsx,174,6433626d30d7,gsm8k_skywork_prm_068,skywork_prm,gsm8k,gsm8k_286,"product->A,gm->B",B,B,gm,
1,annotation_sheet_returned_0.xlsx,175,bb8e63a9d708,gsm8k_skywork_prm_047,skywork_prm,gsm8k,gsm8k_422,"product->A,gm->B",B,B,gm,
1,annotation_sheet_returned_0.xlsx,176,82115501d48b,gsm8k_skywork_prm_099,skywork_prm,gsm8k,gsm8k_318,"gm->A,product->B",No preference,No preference,no_preference,
1,annotation_sheet_returned_0.xlsx,177,aa0b43485e27,gsm8k_skywork_prm_028,skywork_prm,gsm8k,gsm8k_349,"gm->A,product->B",No preference,No preference,no_preference,
1,annotation_sheet_returned_0.xlsx,178,743420f54d1b,math500_internlm2_7b_reward_031,internlm2_7b_reward,math500,math500_468,"product->A,gm->B",No preference,No preference,no_preference,
1,annotation_sheet_returned_0.xlsx,179,9dbcef439812,math500_internlm2_7b_reward_085,internlm2_7b_reward,math500,math500_288,"gm->A,product->B",No preference,No preference,no_preference,
1,annotation_sheet_returned_0.xlsx,180,78bf1abb3511,gsm8k_internlm2_7b_reward_032,internlm2_7b_reward,gsm8k,gsm8k_208,"product->A,gm->B",B,B,gm,
1,annotation_sheet_returned_0.xlsx,181,e8f5bf6eb540,gsm8k_internlm2_7b_reward_010,internlm2_7b_reward,gsm8k,gsm8k_423,"gm->A,product->B",No preference,No preference,no_preference,
1,annotation_sheet_returned_0.xlsx,182,ffd4b90a8514,math500_internlm2_7b_reward_044,internlm2_7b_reward,math500,math500_275,"gm->A,product->B",A,A,gm,
1,annotation_sheet_returned_0.xlsx,183,55856d7b21a3,gsm8k_skywork_prm_052,skywork_prm,gsm8k,gsm8k_381,"product->A,gm->B",No preference,No preference,no_preference,
1,annotation_sheet_returned_0.xlsx,184,8c43ec4d9c76,gsm8k_skywork_prm_062,skywork_prm,gsm8k,gsm8k_181,"product->A,gm->B",B,B,gm,
1,annotation_sheet_returned_0.xlsx,185,5de526b5eea0,math500_skywork_prm_057,skywork_prm,math500,math500_112,"gm->A,product->B",A,A,gm,
1,annotation_sheet_returned_0.xlsx,186,32c985a29c68,math500_skywork_prm_016,skywork_prm,math500,math500_406,"gm->A,product->B",No preference,No preference,no_preference,
1,annotation_sheet_returned_0.xlsx,187,8309adbc1418,math500_internlm2_7b_reward_062,internlm2_7b_reward,math500,math500_140,"gm->A,product->B",A,A,gm,
1,annotation_sheet_returned_0.xlsx,188,edc0e56e470b,math500_skywork_prm_061,skywork_prm,math500,math500_044,"product->A,gm->B",No preference,No preference,no_preference,
1,annotation_sheet_returned_0.xlsx,189,d3516a6d174f,gsm8k_skywork_prm_048,skywork_prm,gsm8k,gsm8k_025,"gm->A,product->B",A,A,gm,
1,annotation_sheet_returned_0.xlsx,190,d11b185d7c08,gsm8k_skywork_prm_050,skywork_prm,gsm8k,gsm8k_142,"gm->A,product->B",No preference,No preference,no_preference,
1,annotation_sheet_returned_0.xlsx,191,9630a89fb8c7,gsm8k_internlm2_7b_reward_086,internlm2_7b_reward,gsm8k,gsm8k_341,"gm->A,product->B",A,A,gm,
1,annotation_sheet_returned_0.xlsx,192,6dd70d7b8d46,math500_internlm2_7b_reward_048,internlm2_7b_reward,math500,math500_370,"gm->A,product->B",No preference,No preference,no_preference,
1,annotation_sheet_returned_0.xlsx,193,6b2c5ad11b3e,gsm8k_skywork_prm_002,skywork_prm,gsm8k,gsm8k_372,"product->A,gm->B",B,B,gm,
1,annotation_sheet_returned_0.xlsx,194,0267933b147e,gsm8k_skywork_prm_053,skywork_prm,gsm8k,gsm8k_069,"product->A,gm->B",No preference,No preference,no_preference,
1,annotation_sheet_returned_0.xlsx,195,c657431ed4ec,math500_internlm2_7b_reward_050,internlm2_7b_reward,math500,math500_112,"product->A,gm->B",B,B,gm,
1,annotation_sheet_returned_0.xlsx,196,26782667093a,math500_internlm2_7b_reward_073,internlm2_7b_reward,math500,math500_474,"product->A,gm->B",No preference,No preference,no_preference,
1,annotation_sheet_returned_0.xlsx,197,78da0ce862e1,gsm8k_internlm2_7b_reward_029,internlm2_7b_reward,gsm8k,gsm8k_353,"product->A,gm->B",B,B,gm,
1,annotation_sheet_returned_0.xlsx,198,6c44d8f70e87,math500_internlm2_7b_reward_083,internlm2_7b_reward,math500,math500_231,"gm->A,product->B",A,A,gm,
1,annotation_sheet_returned_0.xlsx,199,0430ab6d1ede,gsm8k_internlm2_7b_reward_069,internlm2_7b_reward,gsm8k,gsm8k_372,"product->A,gm->B",B,B,gm,
1,annotation_sheet_returned_0.xlsx,200,2dabf74745e2,math500_internlm2_7b_reward_027,internlm2_7b_reward,math500,math500_131,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,1,878f1ca78fcc,math500_internlm2_7b_reward_061,internlm2_7b_reward,math500,math500_330,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,2,0e2966a96f8f,math500_skywork_prm_070,skywork_prm,math500,math500_379,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,3,dc81af2746e2,math500_internlm2_7b_reward_094,internlm2_7b_reward,math500,math500_395,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,4,6dd70d7b8d46,math500_internlm2_7b_reward_048,internlm2_7b_reward,math500,math500_370,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,5,18f14679ea50,gsm8k_skywork_prm_035,skywork_prm,gsm8k,gsm8k_473,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,6,dd5ff5cfe7fd,math500_internlm2_7b_reward_017,internlm2_7b_reward,math500,math500_142,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,7,0a749f8f5420,math500_skywork_prm_013,skywork_prm,math500,math500_288,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,8,2d4a6b05e613,gsm8k_internlm2_7b_reward_055,internlm2_7b_reward,gsm8k,gsm8k_271,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,9,64cdff8dd526,gsm8k_skywork_prm_081,skywork_prm,gsm8k,gsm8k_365,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,10,0242beca5c4e,math500_internlm2_7b_reward_011,internlm2_7b_reward,math500,math500_443,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,11,69f4162efe62,math500_internlm2_7b_reward_001,internlm2_7b_reward,math500,math500_046,"gm->A,product->B",A,A,gm,
2,annotation_sheet_returned_1.xlsx,12,9f6e61392251,math500_internlm2_7b_reward_095,internlm2_7b_reward,math500,math500_309,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,13,09430744a2de,gsm8k_skywork_prm_019,skywork_prm,gsm8k,gsm8k_111,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,14,cb67057171c0,math500_skywork_prm_047,skywork_prm,math500,math500_334,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,15,26782667093a,math500_internlm2_7b_reward_073,internlm2_7b_reward,math500,math500_474,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,16,22832fa842d3,gsm8k_skywork_prm_025,skywork_prm,gsm8k,gsm8k_361,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,17,c9c0ae612b9f,math500_skywork_prm_024,skywork_prm,math500,math500_474,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,18,ab0aa14b0439,math500_skywork_prm_031,skywork_prm,math500,math500_046,"gm->A,product->B",A,A,gm,
2,annotation_sheet_returned_1.xlsx,19,2b21da93529f,gsm8k_skywork_prm_049,skywork_prm,gsm8k,gsm8k_425,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,20,c8a3c0be29bf,gsm8k_internlm2_7b_reward_035,internlm2_7b_reward,gsm8k,gsm8k_264,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,21,ee0c7621ff10,gsm8k_internlm2_7b_reward_027,internlm2_7b_reward,gsm8k,gsm8k_213,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,22,5e31b512047a,gsm8k_internlm2_7b_reward_034,internlm2_7b_reward,gsm8k,gsm8k_318,"product->A,gm->B",B,B,gm,
2,annotation_sheet_returned_1.xlsx,23,8b3488e3cf4b,gsm8k_skywork_prm_085,skywork_prm,gsm8k,gsm8k_233,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,24,51fafe0c35b0,math500_internlm2_7b_reward_041,internlm2_7b_reward,math500,math500_471,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,25,e802289004fb,gsm8k_internlm2_7b_reward_048,internlm2_7b_reward,gsm8k,gsm8k_351,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,26,78bf1abb3511,gsm8k_internlm2_7b_reward_032,internlm2_7b_reward,gsm8k,gsm8k_208,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,27,079e63f9072c,gsm8k_internlm2_7b_reward_046,internlm2_7b_reward,gsm8k,gsm8k_404,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,28,ea9e7e5f9ca5,gsm8k_skywork_prm_066,skywork_prm,gsm8k,gsm8k_219,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,29,d01eca5053df,math500_internlm2_7b_reward_078,internlm2_7b_reward,math500,math500_226,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,30,bed59e202f6d,math500_skywork_prm_056,skywork_prm,math500,math500_469,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,31,a70ec4e683d8,gsm8k_skywork_prm_090,skywork_prm,gsm8k,gsm8k_013,"product->A,gm->B",B,B,gm,
2,annotation_sheet_returned_1.xlsx,32,fd20ea573003,gsm8k_skywork_prm_069,skywork_prm,gsm8k,gsm8k_475,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,33,2a824851dcf1,math500_skywork_prm_025,skywork_prm,math500,math500_280,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,34,eef98f801fff,gsm8k_internlm2_7b_reward_005,internlm2_7b_reward,gsm8k,gsm8k_024,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,35,16fff55a12e8,gsm8k_skywork_prm_094,skywork_prm,gsm8k,gsm8k_254,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,36,09c62ddb64eb,gsm8k_internlm2_7b_reward_062,internlm2_7b_reward,gsm8k,gsm8k_334,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,37,af509ace1dbc,math500_skywork_prm_012,skywork_prm,math500,math500_396,"product->A,gm->B",B,B,gm,
2,annotation_sheet_returned_1.xlsx,38,92fc7e95eb5e,gsm8k_skywork_prm_041,skywork_prm,gsm8k,gsm8k_211,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,39,53fc5a8ed2a5,gsm8k_internlm2_7b_reward_065,internlm2_7b_reward,gsm8k,gsm8k_385,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,40,74cd700a351f,gsm8k_internlm2_7b_reward_053,internlm2_7b_reward,gsm8k,gsm8k_483,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,41,44cff86c1fd5,math500_internlm2_7b_reward_002,internlm2_7b_reward,math500,math500_199,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,42,56f9d0440194,gsm8k_internlm2_7b_reward_078,internlm2_7b_reward,gsm8k,gsm8k_313,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,43,1af976087535,gsm8k_internlm2_7b_reward_091,internlm2_7b_reward,gsm8k,gsm8k_477,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,44,0d1396a99aa8,gsm8k_skywork_prm_042,skywork_prm,gsm8k,gsm8k_027,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,45,78da0ce862e1,gsm8k_internlm2_7b_reward_029,internlm2_7b_reward,gsm8k,gsm8k_353,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,46,08ebc5bec50d,math500_skywork_prm_067,skywork_prm,math500,math500_368,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,47,c099765b56a2,math500_internlm2_7b_reward_032,internlm2_7b_reward,math500,math500_056,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,48,6de0c2e14368,math500_skywork_prm_036,skywork_prm,math500,math500_107,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,49,e1bac3dd0af8,math500_skywork_prm_030,skywork_prm,math500,math500_237,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,50,6433626d30d7,gsm8k_skywork_prm_068,skywork_prm,gsm8k,gsm8k_286,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,51,477d4668937a,math500_internlm2_7b_reward_039,internlm2_7b_reward,math500,math500_223,"gm->A,product->B",A,A,gm,
2,annotation_sheet_returned_1.xlsx,52,c9b90e6459b9,math500_internlm2_7b_reward_045,internlm2_7b_reward,math500,math500_037,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,53,253a23c9c2bb,math500_skywork_prm_048,skywork_prm,math500,math500_399,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,54,86e1923e66ab,gsm8k_internlm2_7b_reward_099,internlm2_7b_reward,gsm8k,gsm8k_350,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,55,02c10db40f20,math500_skywork_prm_010,skywork_prm,math500,math500_118,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,56,a055f8dc31ca,math500_internlm2_7b_reward_012,internlm2_7b_reward,math500,math500_059,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,57,ffd4b90a8514,math500_internlm2_7b_reward_044,internlm2_7b_reward,math500,math500_275,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,58,da0dd69948c7,math500_internlm2_7b_reward_086,internlm2_7b_reward,math500,math500_121,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,59,435e932aef3c,gsm8k_internlm2_7b_reward_060,internlm2_7b_reward,gsm8k,gsm8k_424,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,60,1e0765a6c0df,math500_skywork_prm_004,skywork_prm,math500,math500_262,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,61,a76ceb28dc4e,gsm8k_internlm2_7b_reward_019,internlm2_7b_reward,gsm8k,gsm8k_025,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,62,87377a38dbc2,math500_internlm2_7b_reward_020,internlm2_7b_reward,math500,math500_241,"gm->A,product->B",A,A,gm,
2,annotation_sheet_returned_1.xlsx,63,f5aa9f1feeb7,gsm8k_internlm2_7b_reward_023,internlm2_7b_reward,gsm8k,gsm8k_165,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,64,aa95d0af4d32,gsm8k_internlm2_7b_reward_063,internlm2_7b_reward,gsm8k,gsm8k_029,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,65,bb8e63a9d708,gsm8k_skywork_prm_047,skywork_prm,gsm8k,gsm8k_422,"product->A,gm->B",B,B,gm,
2,annotation_sheet_returned_1.xlsx,66,b65a2542f27e,math500_skywork_prm_006,skywork_prm,math500,math500_475,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,67,74c913ef4dd4,gsm8k_internlm2_7b_reward_013,internlm2_7b_reward,gsm8k,gsm8k_150,"product->A,gm->B",B,B,gm,
2,annotation_sheet_returned_1.xlsx,68,a78bc1193253,gsm8k_internlm2_7b_reward_020,internlm2_7b_reward,gsm8k,gsm8k_121,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,69,9630a89fb8c7,gsm8k_internlm2_7b_reward_086,internlm2_7b_reward,gsm8k,gsm8k_341,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,70,990ec7fadf1d,gsm8k_internlm2_7b_reward_007,internlm2_7b_reward,gsm8k,gsm8k_013,"product->A,gm->B",B,B,gm,
2,annotation_sheet_returned_1.xlsx,71,587cc87ead09,gsm8k_internlm2_7b_reward_089,internlm2_7b_reward,gsm8k,gsm8k_420,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,72,9fdeb3f7d85b,math500_skywork_prm_068,skywork_prm,math500,math500_415,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,73,d177ef91678d,gsm8k_skywork_prm_036,skywork_prm,gsm8k,gsm8k_268,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,74,d672e23e67fe,gsm8k_internlm2_7b_reward_026,internlm2_7b_reward,gsm8k,gsm8k_163,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,75,459b41804365,math500_internlm2_7b_reward_088,internlm2_7b_reward,math500,math500_013,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,76,40d49b8991f2,gsm8k_internlm2_7b_reward_093,internlm2_7b_reward,gsm8k,gsm8k_219,"gm->A,product->B",A,A,gm,
2,annotation_sheet_returned_1.xlsx,77,2c4a69a71dd4,gsm8k_skywork_prm_009,skywork_prm,gsm8k,gsm8k_397,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,78,b55a5038f75a,gsm8k_skywork_prm_045,skywork_prm,gsm8k,gsm8k_493,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,79,40d8271a20ad,gsm8k_skywork_prm_044,skywork_prm,gsm8k,gsm8k_029,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,80,eb2829a3e225,math500_skywork_prm_001,skywork_prm,math500,math500_304,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,81,d404cd86343f,gsm8k_skywork_prm_100,skywork_prm,gsm8k,gsm8k_467,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,82,25c211f41e97,math500_internlm2_7b_reward_091,internlm2_7b_reward,math500,math500_005,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,83,dde4c87fc50a,math500_internlm2_7b_reward_026,internlm2_7b_reward,math500,math500_034,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,84,18fd6f6487b9,gsm8k_skywork_prm_077,skywork_prm,gsm8k,gsm8k_247,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,85,4d8f71196b4d,math500_internlm2_7b_reward_053,internlm2_7b_reward,math500,math500_334,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,86,e4e81431fcd3,math500_skywork_prm_046,skywork_prm,math500,math500_259,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,87,7ab4391a06ad,math500_skywork_prm_017,skywork_prm,math500,math500_405,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,88,6c44d8f70e87,math500_internlm2_7b_reward_083,internlm2_7b_reward,math500,math500_231,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,89,e8f5bf6eb540,gsm8k_internlm2_7b_reward_010,internlm2_7b_reward,gsm8k,gsm8k_423,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,90,0235b7e55b04,gsm8k_internlm2_7b_reward_047,internlm2_7b_reward,gsm8k,gsm8k_046,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,91,d11b185d7c08,gsm8k_skywork_prm_050,skywork_prm,gsm8k,gsm8k_142,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,92,d4c8945551d9,gsm8k_internlm2_7b_reward_014,internlm2_7b_reward,gsm8k,gsm8k_389,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,93,fa746c447420,math500_skywork_prm_060,skywork_prm,math500,math500_105,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,94,3e94a82c1f3c,math500_internlm2_7b_reward_046,internlm2_7b_reward,math500,math500_027,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,95,ffd4bad29048,math500_internlm2_7b_reward_081,internlm2_7b_reward,math500,math500_449,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,96,932dedf9ebb8,math500_skywork_prm_050,skywork_prm,math500,math500_234,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,97,801c892459d7,math500_skywork_prm_002,skywork_prm,math500,math500_254,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,98,03884f35ee30,gsm8k_internlm2_7b_reward_088,internlm2_7b_reward,gsm8k,gsm8k_112,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,99,7788f79d6d9b,gsm8k_skywork_prm_032,skywork_prm,gsm8k,gsm8k_362,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,100,55856d7b21a3,gsm8k_skywork_prm_052,skywork_prm,gsm8k,gsm8k_381,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,101,6e021733e720,math500_skywork_prm_023,skywork_prm,math500,math500_299,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,102,0430ab6d1ede,gsm8k_internlm2_7b_reward_069,internlm2_7b_reward,gsm8k,gsm8k_372,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,103,6891337dc624,math500_internlm2_7b_reward_025,internlm2_7b_reward,math500,math500_335,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,104,f3e947063a1d,math500_skywork_prm_038,skywork_prm,math500,math500_016,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,105,1cf349eae04e,gsm8k_internlm2_7b_reward_006,internlm2_7b_reward,gsm8k,gsm8k_431,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,106,5de526b5eea0,math500_skywork_prm_057,skywork_prm,math500,math500_112,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,107,3ee0887027e6,math500_internlm2_7b_reward_090,internlm2_7b_reward,math500,math500_207,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,108,3fd67f264930,gsm8k_skywork_prm_013,skywork_prm,gsm8k,gsm8k_046,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,109,145100c57385,math500_skywork_prm_052,skywork_prm,math500,math500_226,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,110,25364fa9fb91,math500_internlm2_7b_reward_024,internlm2_7b_reward,math500,math500_237,"gm->A,product->B",A,A,gm,
2,annotation_sheet_returned_1.xlsx,111,6eac1b1d601d,gsm8k_skywork_prm_084,skywork_prm,gsm8k,gsm8k_263,"gm->A,product->B",A,A,gm,
2,annotation_sheet_returned_1.xlsx,112,20da3912882e,gsm8k_skywork_prm_079,skywork_prm,gsm8k,gsm8k_204,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,113,92493ba5e5de,math500_skywork_prm_009,skywork_prm,math500,math500_017,"product->A,gm->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,114,32c985a29c68,math500_skywork_prm_016,skywork_prm,math500,math500_406,"gm->A,product->B",No preference,No preference,no_preference,
2,annotation_sheet_returned_1.xlsx,115,acf66429f6bc,math500_internlm2_7b_reward_028,internlm2_7b_reward,math500,math500_336,"product->A,gm->B",No preference,No preference,no_preference,
