card_id,prm,benchmark,gm_votes,product_votes,gm_preferred,cell_id
math500_internlm2_7b_reward_018,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_019,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_020,InternLM2-7B,math500,1,2,0,InternLM2-7B_math500
math500_internlm2_7b_reward_021,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_022,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_023,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_024,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_025,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_026,InternLM2-7B,math500,0,3,0,InternLM2-7B_math500
math500_internlm2_7b_reward_027,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_028,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_030,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_031,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_032,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_033,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_034,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_035,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_036,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_037,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_038,InternLM2-7B,math500,2,1,1,InternLM2-7B_math500
math500_internlm2_7b_reward_039,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_040,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_041,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_042,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_043,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_044,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_045,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_046,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_047,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_048,InternLM2-7B,math500,1,2,0,InternLM2-7B_math500
math500_internlm2_7b_reward_049,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_050,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_051,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_052,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_053,InternLM2-7B,math500,0,3,0,InternLM2-7B_math500
math500_internlm2_7b_reward_054,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_055,InternLM2-7B,math500,0,3,0,InternLM2-7B_math500
math500_internlm2_7b_reward_056,InternLM2-7B,math500,0,3,0,InternLM2-7B_math500
math500_internlm2_7b_reward_057,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_059,InternLM2-7B,math500,0,3,0,InternLM2-7B_math500
math500_internlm2_7b_reward_060,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_061,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_062,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_063,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_064,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_065,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_066,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_067,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_068,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_069,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_070,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_071,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_072,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_073,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_074,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_075,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_076,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_077,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_078,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_079,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_080,InternLM2-7B,math500,1,2,0,InternLM2-7B_math500
math500_internlm2_7b_reward_081,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_082,InternLM2-7B,math500,0,3,0,InternLM2-7B_math500
math500_internlm2_7b_reward_083,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_084,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_085,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_086,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_088,InternLM2-7B,math500,2,1,1,InternLM2-7B_math500
math500_internlm2_7b_reward_089,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_090,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_091,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_092,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_093,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_094,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_095,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_096,InternLM2-7B,math500,2,1,1,InternLM2-7B_math500
math500_internlm2_7b_reward_097,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_098,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
math500_internlm2_7b_reward_099,InternLM2-7B,math500,3,0,1,InternLM2-7B_math500
