annotator,row_num,card_id,source_card_id,assignment
2,153,d3516a6d174f,gsm8k_skywork_prm_048,"product->A,gm->B"
2,154,e4542cf5c9cc,gsm8k_skywork_prm_086,"gm->A,product->B"
2,155,68b1141fe483,gsm8k_internlm2_7b_reward_061,"product->A,gm->B"
2,156,0cd074a1469f,gsm8k_skywork_prm_016,"gm->A,product->B"
2,157,9dbcef439812,math500_internlm2_7b_reward_085,"product->A,gm->B"
2,158,c2d4706fab0f,gsm8k_skywork_prm_070,"gm->A,product->B"
2,159,a5fbc3bb93ff,math500_internlm2_7b_reward_003,"product->A,gm->B"
2,160,5fb8ba77941e,math500_skywork_prm_051,"gm->A,product->B"
2,161,743420f54d1b,math500_internlm2_7b_reward_031,"gm->A,product->B"
2,162,c5e62e62b3f1,math500_internlm2_7b_reward_037,"product->A,gm->B"
2,163,e466a3646393,gsm8k_skywork_prm_080,"product->A,gm->B"
2,164,727b90783681,gsm8k_internlm2_7b_reward_017,"gm->A,product->B"
2,165,338f7581c177,math500_skywork_prm_022,"gm->A,product->B"
2,166,c657431ed4ec,math500_internlm2_7b_reward_050,"product->A,gm->B"
2,167,59526b0df869,gsm8k_internlm2_7b_reward_054,"product->A,gm->B"
2,168,60d788ee8795,gsm8k_skywork_prm_061,"gm->A,product->B"
2,169,ccb3ac97a880,gsm8k_skywork_prm_008,"gm->A,product->B"
2,170,7d90908845c4,math500_skywork_prm_064,"gm->A,product->B"
2,171,4e49c019b9ec,gsm8k_skywork_prm_056,"product->A,gm->B"
2,172,ce65c6a9c923,gsm8k_internlm2_7b_reward_031,"gm->A,product->B"
2,173,831ca0d3e405,gsm8k_internlm2_7b_reward_040,"product->A,gm->B"
2,174,a55e59e0aab3,math500_skywork_prm_065,"product->A,gm->B"
2,175,1629ea4fd800,math500_internlm2_7b_reward_060,"product->A,gm->B"
2,176,2b480f890201,gsm8k_skywork_prm_096,"gm->A,product->B"
2,177,65ec0bce0d20,gsm8k_skywork_prm_034,"gm->A,product->B"
2,178,aeb9ec0ad787,math500_internlm2_7b_reward_040,"product->A,gm->B"
2,179,cc5726e0fe8c,gsm8k_skywork_prm_065,"gm->A,product->B"
2,180,e92541a9b790,math500_internlm2_7b_reward_079,"product->A,gm->B"
2,181,c6dcda8ecc42,math500_skywork_prm_062,"product->A,gm->B"
2,182,f25badf92003,math500_skywork_prm_029,"product->A,gm->B"
2,183,6f5648236980,gsm8k_skywork_prm_073,"gm->A,product->B"
2,184,d8d9eebe9620,gsm8k_skywork_prm_039,"product->A,gm->B"
2,185,0267933b147e,gsm8k_skywork_prm_053,"product->A,gm->B"
2,186,2dabf74745e2,math500_internlm2_7b_reward_027,"gm->A,product->B"
2,187,0dc468dbb6aa,gsm8k_internlm2_7b_reward_043,"product->A,gm->B"
2,188,fe8f9a56274b,math500_skywork_prm_042,"product->A,gm->B"
2,189,5814f6a2aed3,math500_skywork_prm_045,"gm->A,product->B"
2,190,5cec2acb1f36,gsm8k_internlm2_7b_reward_004,"product->A,gm->B"
2,191,298ea2e546a1,gsm8k_skywork_prm_021,"product->A,gm->B"
2,192,59d1a320db62,math500_skywork_prm_043,"product->A,gm->B"
2,193,42de4ca83a1f,gsm8k_internlm2_7b_reward_052,"product->A,gm->B"
2,194,82ae2111f96f,math500_internlm2_7b_reward_057,"product->A,gm->B"
2,195,981c01eaf0dc,gsm8k_internlm2_7b_reward_075,"product->A,gm->B"
2,196,8c43ec4d9c76,gsm8k_skywork_prm_062,"gm->A,product->B"
2,197,195c8404266f,math500_internlm2_7b_reward_023,"product->A,gm->B"
2,198,2d3b58de0989,math500_skywork_prm_008,"product->A,gm->B"
2,199,f550223045e2,math500_internlm2_7b_reward_075,"product->A,gm->B"
2,200,3771b630c0f4,math500_skywork_prm_072,"gm->A,product->B"
3,1,c28fe081cd0a,gsm8k_skywork_prm_011,"product->A,gm->B"
3,2,ea9e7e5f9ca5,gsm8k_skywork_prm_066,"product->A,gm->B"
3,3,08ebc5bec50d,math500_skywork_prm_067,"product->A,gm->B"
3,4,16fff55a12e8,gsm8k_skywork_prm_094,"gm->A,product->B"
3,5,74c913ef4dd4,gsm8k_internlm2_7b_reward_013,"gm->A,product->B"
3,6,3ee0887027e6,math500_internlm2_7b_reward_090,"gm->A,product->B"
3,7,c8a3c0be29bf,gsm8k_internlm2_7b_reward_035,"product->A,gm->B"
3,8,aa0b43485e27,gsm8k_skywork_prm_028,"gm->A,product->B"
3,9,2d4a6b05e613,gsm8k_internlm2_7b_reward_055,"product->A,gm->B"
3,10,ce65c6a9c923,gsm8k_internlm2_7b_reward_031,"product->A,gm->B"
3,11,55856d7b21a3,gsm8k_skywork_prm_052,"product->A,gm->B"
3,12,2a824851dcf1,math500_skywork_prm_025,"gm->A,product->B"
3,13,d8d9eebe9620,gsm8k_skywork_prm_039,"product->A,gm->B"
3,14,25364fa9fb91,math500_internlm2_7b_reward_024,"product->A,gm->B"
3,15,59526b0df869,gsm8k_internlm2_7b_reward_054,"gm->A,product->B"
3,16,831ca0d3e405,gsm8k_internlm2_7b_reward_040,"product->A,gm->B"
3,17,59d1a320db62,math500_skywork_prm_043,"product->A,gm->B"
3,18,87377a38dbc2,math500_internlm2_7b_reward_020,"gm->A,product->B"
3,19,dc81af2746e2,math500_internlm2_7b_reward_094,"gm->A,product->B"
3,20,4d8f71196b4d,math500_internlm2_7b_reward_053,"product->A,gm->B"
3,21,932dedf9ebb8,math500_skywork_prm_050,"product->A,gm->B"
3,22,eb2829a3e225,math500_skywork_prm_001,"gm->A,product->B"
3,23,aa512e72df41,gsm8k_skywork_prm_054,"product->A,gm->B"
3,24,0cd074a1469f,gsm8k_skywork_prm_016,"product->A,gm->B"
3,25,c099765b56a2,math500_internlm2_7b_reward_032,"product->A,gm->B"
3,26,51fafe0c35b0,math500_internlm2_7b_reward_041,"product->A,gm->B"
3,27,68b1141fe483,gsm8k_internlm2_7b_reward_061,"product->A,gm->B"
3,28,af509ace1dbc,math500_skywork_prm_012,"product->A,gm->B"
3,29,2c4a69a71dd4,gsm8k_skywork_prm_009,"product->A,gm->B"
3,30,435e932aef3c,gsm8k_internlm2_7b_reward_060,"product->A,gm->B"
3,31,23131037bb61,gsm8k_internlm2_7b_reward_039,"gm->A,product->B"
3,32,0e2966a96f8f,math500_skywork_prm_070,"gm->A,product->B"
3,33,20da3912882e,gsm8k_skywork_prm_079,"product->A,gm->B"
3,34,727b90783681,gsm8k_internlm2_7b_reward_017,"product->A,gm->B"
3,35,3003f4a02fe7,gsm8k_skywork_prm_074,"product->A,gm->B"
3,36,7c8075a57a50,math500_skywork_prm_020,"gm->A,product->B"
3,37,acf66429f6bc,math500_internlm2_7b_reward_028,"gm->A,product->B"
3,38,25c211f41e97,math500_internlm2_7b_reward_091,"gm->A,product->B"
3,39,6891337dc624,math500_internlm2_7b_reward_025,"product->A,gm->B"
3,40,a78bc1193253,gsm8k_internlm2_7b_reward_020,"gm->A,product->B"
3,41,0430ab6d1ede,gsm8k_internlm2_7b_reward_069,"product->A,gm->B"
3,42,c5e62e62b3f1,math500_internlm2_7b_reward_037,"gm->A,product->B"
3,43,d3516a6d174f,gsm8k_skywork_prm_048,"product->A,gm->B"
3,44,1629ea4fd800,math500_internlm2_7b_reward_060,"gm->A,product->B"
3,45,cc5726e0fe8c,gsm8k_skywork_prm_065,"gm->A,product->B"
3,46,c71cfd5554ab,math500_internlm2_7b_reward_006,"product->A,gm->B"
3,47,6e021733e720,math500_skywork_prm_023,"product->A,gm->B"
3,48,e1bac3dd0af8,math500_skywork_prm_030,"gm->A,product->B"
3,49,a055f8dc31ca,math500_internlm2_7b_reward_012,"gm->A,product->B"
3,50,a0d102eae822,gsm8k_internlm2_7b_reward_087,"gm->A,product->B"
3,51,6f5648236980,gsm8k_skywork_prm_073,"gm->A,product->B"
3,52,ccb3ac97a880,gsm8k_skywork_prm_008,"gm->A,product->B"
3,53,5cec2acb1f36,gsm8k_internlm2_7b_reward_004,"gm->A,product->B"
3,54,981c01eaf0dc,gsm8k_internlm2_7b_reward_075,"product->A,gm->B"
3,55,40d49b8991f2,gsm8k_internlm2_7b_reward_093,"product->A,gm->B"
3,56,40d8271a20ad,gsm8k_skywork_prm_044,"gm->A,product->B"
3,57,3b20eced41e1,gsm8k_internlm2_7b_reward_002,"gm->A,product->B"
3,58,5fb8ba77941e,math500_skywork_prm_051,"gm->A,product->B"
3,59,338f7581c177,math500_skywork_prm_022,"gm->A,product->B"
3,60,6c44d8f70e87,math500_internlm2_7b_reward_083,"gm->A,product->B"
3,61,74cd700a351f,gsm8k_internlm2_7b_reward_053,"gm->A,product->B"
3,62,3fd67f264930,gsm8k_skywork_prm_013,"product->A,gm->B"
3,63,eef98f801fff,gsm8k_internlm2_7b_reward_005,"product->A,gm->B"
3,64,f550223045e2,math500_internlm2_7b_reward_075,"product->A,gm->B"
3,65,2d3b58de0989,math500_skywork_prm_008,"gm->A,product->B"
3,66,4e49c019b9ec,gsm8k_skywork_prm_056,"product->A,gm->B"
3,67,c657431ed4ec,math500_internlm2_7b_reward_050,"product->A,gm->B"
3,68,e802289004fb,gsm8k_internlm2_7b_reward_048,"gm->A,product->B"
3,69,44cff86c1fd5,math500_internlm2_7b_reward_002,"gm->A,product->B"
3,70,f5aa9f1feeb7,gsm8k_internlm2_7b_reward_023,"product->A,gm->B"
3,71,0235b7e55b04,gsm8k_internlm2_7b_reward_047,"product->A,gm->B"
3,72,a70ec4e683d8,gsm8k_skywork_prm_090,"product->A,gm->B"
3,73,5de526b5eea0,math500_skywork_prm_057,"product->A,gm->B"
3,74,6eac1b1d601d,gsm8k_skywork_prm_084,"product->A,gm->B"
3,75,69a66decafad,math500_internlm2_7b_reward_096,"gm->A,product->B"
3,76,99614891475b,gsm8k_internlm2_7b_reward_058,"product->A,gm->B"
3,77,ffd4bad29048,math500_internlm2_7b_reward_081,"gm->A,product->B"
3,78,25be542327ca,math500_skywork_prm_026,"product->A,gm->B"
3,79,c44b89827ed6,gsm8k_internlm2_7b_reward_077,"product->A,gm->B"
3,80,92493ba5e5de,math500_skywork_prm_009,"gm->A,product->B"
3,81,6507c25a99bc,gsm8k_internlm2_7b_reward_064,"gm->A,product->B"
3,82,82ae2111f96f,math500_internlm2_7b_reward_057,"gm->A,product->B"
3,83,0a4b06c33d43,math500_internlm2_7b_reward_064,"product->A,gm->B"
3,84,bed59e202f6d,math500_skywork_prm_056,"gm->A,product->B"
3,85,aeb9ec0ad787,math500_internlm2_7b_reward_040,"product->A,gm->B"
3,86,22832fa842d3,gsm8k_skywork_prm_025,"product->A,gm->B"
3,87,f25badf92003,math500_skywork_prm_029,"gm->A,product->B"
3,88,da0dd69948c7,math500_internlm2_7b_reward_086,"gm->A,product->B"
3,89,2b21da93529f,gsm8k_skywork_prm_049,"product->A,gm->B"
3,90,5814f6a2aed3,math500_skywork_prm_045,"product->A,gm->B"
3,91,5fa099c70d62,gsm8k_internlm2_7b_reward_056,"gm->A,product->B"
3,92,853a65dd7f88,gsm8k_internlm2_7b_reward_082,"gm->A,product->B"
3,93,6b2c5ad11b3e,gsm8k_skywork_prm_002,"gm->A,product->B"
3,94,5e31b512047a,gsm8k_internlm2_7b_reward_034,"product->A,gm->B"
3,95,aa95d0af4d32,gsm8k_internlm2_7b_reward_063,"product->A,gm->B"
3,96,f3e947063a1d,math500_skywork_prm_038,"gm->A,product->B"
3,97,0a749f8f5420,math500_skywork_prm_013,"gm->A,product->B"
3,98,18fd6f6487b9,gsm8k_skywork_prm_077,"product->A,gm->B"
3,99,b65a2542f27e,math500_skywork_prm_006,"product->A,gm->B"
3,100,3cadef3ee492,math500_skywork_prm_028,"gm->A,product->B"
3,101,03884f35ee30,gsm8k_internlm2_7b_reward_088,"gm->A,product->B"
3,102,4e2d389c9954,math500_internlm2_7b_reward_047,"product->A,gm->B"
3,103,c6dcda8ecc42,math500_skywork_prm_062,"product->A,gm->B"
3,104,c9c0ae612b9f,math500_skywork_prm_024,"product->A,gm->B"
3,105,a5fbc3bb93ff,math500_internlm2_7b_reward_003,"product->A,gm->B"
3,106,2dabf74745e2,math500_internlm2_7b_reward_027,"gm->A,product->B"
3,107,42de4ca83a1f,gsm8k_internlm2_7b_reward_052,"product->A,gm->B"
3,108,0242beca5c4e,math500_internlm2_7b_reward_011,"gm->A,product->B"
3,109,30967a05e57f,math500_internlm2_7b_reward_069,"product->A,gm->B"
3,110,39283cbc4b2b,math500_skywork_prm_015,"product->A,gm->B"
3,111,edc0e56e470b,math500_skywork_prm_061,"product->A,gm->B"
3,112,82115501d48b,gsm8k_skywork_prm_099,"gm->A,product->B"
3,113,90b78afe3377,math500_internlm2_7b_reward_077,"gm->A,product->B"
3,114,204013c12887,math500_skywork_prm_058,"product->A,gm->B"
3,115,1cf349eae04e,gsm8k_internlm2_7b_reward_006,"product->A,gm->B"
3,116,ae3b9a57ba9e,math500_skywork_prm_063,"product->A,gm->B"
3,117,1af976087535,gsm8k_internlm2_7b_reward_091,"gm->A,product->B"
3,118,ee0c7621ff10,gsm8k_internlm2_7b_reward_027,"gm->A,product->B"
3,119,c2d4706fab0f,gsm8k_skywork_prm_070,"product->A,gm->B"
3,120,9dbcef439812,math500_internlm2_7b_reward_085,"product->A,gm->B"
3,121,c9b90e6459b9,math500_internlm2_7b_reward_045,"gm->A,product->B"
3,122,ffd4b90a8514,math500_internlm2_7b_reward_044,"gm->A,product->B"
3,123,9630a89fb8c7,gsm8k_internlm2_7b_reward_086,"product->A,gm->B"
3,124,1e0765a6c0df,math500_skywork_prm_004,"gm->A,product->B"
3,125,18f14679ea50,gsm8k_skywork_prm_035,"gm->A,product->B"
3,126,743420f54d1b,math500_internlm2_7b_reward_031,"product->A,gm->B"
3,127,e4e81431fcd3,math500_skywork_prm_046,"product->A,gm->B"
3,128,26782667093a,math500_internlm2_7b_reward_073,"product->A,gm->B"
3,129,53fc5a8ed2a5,gsm8k_internlm2_7b_reward_065,"product->A,gm->B"
3,130,7d90908845c4,math500_skywork_prm_064,"gm->A,product->B"
3,131,878f1ca78fcc,math500_internlm2_7b_reward_061,"product->A,gm->B"
3,132,2b480f890201,gsm8k_skywork_prm_096,"gm->A,product->B"
3,133,a76ceb28dc4e,gsm8k_internlm2_7b_reward_019,"product->A,gm->B"
3,134,d4c8945551d9,gsm8k_internlm2_7b_reward_014,"product->A,gm->B"
3,135,69f4162efe62,math500_internlm2_7b_reward_001,"gm->A,product->B"
3,136,d97571a24bbb,math500_internlm2_7b_reward_013,"gm->A,product->B"
3,137,09430744a2de,gsm8k_skywork_prm_019,"gm->A,product->B"
3,138,3e94a82c1f3c,math500_internlm2_7b_reward_046,"product->A,gm->B"
3,139,c050737d135b,math500_skywork_prm_039,"gm->A,product->B"
3,140,a55e59e0aab3,math500_skywork_prm_065,"gm->A,product->B"
3,141,02c10db40f20,math500_skywork_prm_010,"gm->A,product->B"
3,142,6dd70d7b8d46,math500_internlm2_7b_reward_048,"gm->A,product->B"
3,143,455df6aa2fcd,math500_skywork_prm_018,"product->A,gm->B"
3,144,65ec0bce0d20,gsm8k_skywork_prm_034,"gm->A,product->B"
3,145,7788f79d6d9b,gsm8k_skywork_prm_032,"gm->A,product->B"
3,146,de8bb5c383ad,math500_skywork_prm_054,"gm->A,product->B"
3,147,477d4668937a,math500_internlm2_7b_reward_039,"gm->A,product->B"
3,148,e8f5bf6eb540,gsm8k_internlm2_7b_reward_010,"gm->A,product->B"
3,149,dde4c87fc50a,math500_internlm2_7b_reward_026,"gm->A,product->B"
3,150,253a23c9c2bb,math500_skywork_prm_048,"gm->A,product->B"
3,151,78da0ce862e1,gsm8k_internlm2_7b_reward_029,"product->A,gm->B"
3,152,145100c57385,math500_skywork_prm_052,"product->A,gm->B"
3,153,0dc468dbb6aa,gsm8k_internlm2_7b_reward_043,"gm->A,product->B"
3,154,e466a3646393,gsm8k_skywork_prm_080,"gm->A,product->B"
3,155,ab0aa14b0439,math500_skywork_prm_031,"product->A,gm->B"
3,156,9f6e61392251,math500_internlm2_7b_reward_095,"gm->A,product->B"
3,157,079e63f9072c,gsm8k_internlm2_7b_reward_046,"gm->A,product->B"
3,158,8309adbc1418,math500_internlm2_7b_reward_062,"product->A,gm->B"
3,159,92fc7e95eb5e,gsm8k_skywork_prm_041,"gm->A,product->B"
3,160,8c43ec4d9c76,gsm8k_skywork_prm_062,"product->A,gm->B"
3,161,86e1923e66ab,gsm8k_internlm2_7b_reward_099,"gm->A,product->B"
3,162,56f9d0440194,gsm8k_internlm2_7b_reward_078,"gm->A,product->B"
3,163,fe8f9a56274b,math500_skywork_prm_042,"gm->A,product->B"
3,164,9fdeb3f7d85b,math500_skywork_prm_068,"product->A,gm->B"
3,165,27af93a341ef,math500_skywork_prm_066,"gm->A,product->B"
3,166,d11b185d7c08,gsm8k_skywork_prm_050,"gm->A,product->B"
3,167,09c62ddb64eb,gsm8k_internlm2_7b_reward_062,"product->A,gm->B"
3,168,801c892459d7,math500_skywork_prm_002,"product->A,gm->B"
3,169,459b41804365,math500_internlm2_7b_reward_088,"product->A,gm->B"
3,170,d01eca5053df,math500_internlm2_7b_reward_078,"product->A,gm->B"
3,171,d672e23e67fe,gsm8k_internlm2_7b_reward_026,"gm->A,product->B"
3,172,3a84d3790ef5,math500_internlm2_7b_reward_097,"product->A,gm->B"
3,173,78bf1abb3511,gsm8k_internlm2_7b_reward_032,"gm->A,product->B"
3,174,3771b630c0f4,math500_skywork_prm_072,"product->A,gm->B"
3,175,e4542cf5c9cc,gsm8k_skywork_prm_086,"product->A,gm->B"
3,176,d177ef91678d,gsm8k_skywork_prm_036,"product->A,gm->B"
3,177,6de0c2e14368,math500_skywork_prm_036,"product->A,gm->B"
3,178,587cc87ead09,gsm8k_internlm2_7b_reward_089,"gm->A,product->B"
3,179,32c985a29c68,math500_skywork_prm_016,"product->A,gm->B"
3,180,bc11fae4e2ba,gsm8k_internlm2_7b_reward_076,"gm->A,product->B"
3,181,8b3488e3cf4b,gsm8k_skywork_prm_085,"product->A,gm->B"
3,182,298ea2e546a1,gsm8k_skywork_prm_021,"product->A,gm->B"
3,183,d404cd86343f,gsm8k_skywork_prm_100,"product->A,gm->B"
3,184,fd20ea573003,gsm8k_skywork_prm_069,"gm->A,product->B"
3,185,dd5ff5cfe7fd,math500_internlm2_7b_reward_017,"gm->A,product->B"
3,186,14db67a05b01,gsm8k_skywork_prm_038,"product->A,gm->B"
3,187,64cdff8dd526,gsm8k_skywork_prm_081,"gm->A,product->B"
3,188,990ec7fadf1d,gsm8k_internlm2_7b_reward_007,"product->A,gm->B"
3,189,0267933b147e,gsm8k_skywork_prm_053,"gm->A,product->B"
3,190,6433626d30d7,gsm8k_skywork_prm_068,"product->A,gm->B"
3,191,c565dbc8212d,gsm8k_skywork_prm_083,"product->A,gm->B"
3,192,cb67057171c0,math500_skywork_prm_047,"product->A,gm->B"
3,193,0d1396a99aa8,gsm8k_skywork_prm_042,"product->A,gm->B"
3,194,60d788ee8795,gsm8k_skywork_prm_061,"gm->A,product->B"
3,195,7ab4391a06ad,math500_skywork_prm_017,"product->A,gm->B"
3,196,e92541a9b790,math500_internlm2_7b_reward_079,"gm->A,product->B"
3,197,fa746c447420,math500_skywork_prm_060,"product->A,gm->B"
3,198,b55a5038f75a,gsm8k_skywork_prm_045,"gm->A,product->B"
3,199,195c8404266f,math500_internlm2_7b_reward_023,"gm->A,product->B"
3,200,bb8e63a9d708,gsm8k_skywork_prm_047,"gm->A,product->B"
